progression	level	xp	maxlevel	multiplier	offset	power	basemultiplier	basevalue	source_file
oak2_vaultcardxp_progression	133	480836	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	134	489006	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	135	497253	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	136	505576	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	137	513977	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	138	522454	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	139	531008	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	140	539640	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	141	548349	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	142	557135	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	143	565999	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	144	574941	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	145	583961	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	146	593059	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	147	602236	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	148	611490	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	149	620823	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	150	630235	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	151	639725	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	152	649295	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	153	658943	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	154	668670	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	155	678477	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	156	688363	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	157	698329	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	158	708374	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	159	718499	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	160	728704	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	161	738989	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	162	749354	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	163	759799	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	164	770325	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	165	780931	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	166	791618	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	167	802386	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	168	813234	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	169	824164	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	170	835174	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	171	846266	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	172	857440	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	173	868694	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	174	880031	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	175	891449	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	176	902949	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	177	914531	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	178	926194	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	179	937941	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	180	949769	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	181	961680	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	182	973673	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	183	985749	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	184	997908	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	185	1010150	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	186	1022474	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	187	1034882	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	188	1047373	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	189	1059947	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	190	1072605	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	191	1085346	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	192	1098171	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	193	1111079	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	194	1124072	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	195	1137148	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	196	1150309	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	197	1163553	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	198	1176882	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	199	1190296	9999	8	0	2.25	2	1	xp_progression_1.bin
oak2_vaultcardxp_progression	200	1203793	9999	8	0	2.25	2	1	xp_progression_1.bin
