category	position	tooltip_key	tree_color	tree_name
259	red_2_5	tooltip_grav_passive_34_Elementary	red	Creative Bursts
259	red_3_1	tooltip_grav_passive_35_testSubjects	red	Creative Bursts
259	red_3_2	tooltip_grav_passive_36_GetUpAndGo	red	Creative Bursts
259	red_3_3	tooltip_grav_passive_37_ElephantsFoot	red	Creative Bursts
259	red_3_4	tooltip_grav_passive_38_GreatRedDoT	red	Creative Bursts
259	red_3_5	tooltip_grav_passive_39_Enriched	red	Creative Bursts
259	red_left_4_1	tooltip_grav_passive_40_PracticalApplications	red	Creative Bursts
259	red_left_4_3	tooltip_grav_passive_41_carryTheOne	red	Creative Bursts
259	red_left_5_1	tooltip_grav_passive_42_CoreSample	red	Creative Bursts
259	red_left_5_2	tooltip_grav_passive_43_breakTheIce	red	Creative Bursts
259	red_left_6_1	tooltip_grav_passive_44_PowerCycle	red	Creative Bursts
259	red_left_6_2	tooltip_capstone_grav_exodus_dynamism	red	Creative Bursts
259	red_left_6_3	tooltip_grav_passive_45_ColdWelding	red	Creative Bursts
259	red_mid_4_1	tooltip_grav_passive_46_PoisonedSun	red	Creative Bursts
259	red_mid_4_3	tooltip_grav_passive_47_glowUp	red	Creative Bursts
259	red_mid_5_1	tooltip_grav_passive_48_FissileLauncher	red	Creative Bursts
259	red_mid_5_3	tooltip_grav_passive_49_ChainReactor	red	Creative Bursts
259	red_mid_6_1	tooltip_grav_passive_50_Wasted	red	Creative Bursts
259	red_mid_6_2	tooltip_capstone_grav_exodus_devastation	red	Creative Bursts
259	red_mid_6_3	tooltip_grav_passive_51_DirtyBomb	red	Creative Bursts
259	red_right_4_1	tooltip_grav_passive_52_HighlyEfficient	red	Creative Bursts
259	red_right_4_3	tooltip_grav_passive_53_MechanicalBrilliance	red	Creative Bursts
259	red_right_5_2	tooltip_grav_passive_54_Eureka	red	Creative Bursts
259	red_right_5_3	tooltip_grav_passive_55_RoundingDown	red	Creative Bursts
259	red_right_6_1	tooltip_grav_passive_56_AltFuelSource	red	Creative Bursts
259	red_right_6_2	tooltip_capstone_grav_exodus_destruction	red	Creative Bursts
259	red_right_6_3	tooltip_grav_passive_57_QED	red	Creative Bursts
404	blue_1_1	tooltip_robo_passive_01_TableFLip	blue	Luck of the Draw
404	blue_1_2	tooltip_robo_passive_02_HeroCall	blue	Luck of the Draw
404	blue_1_4	tooltip_robo_passive_03_Steam	blue	Luck of the Draw
404	blue_1_5	tooltip_robo_passive_04_alchemy	blue	Luck of the Draw
404	blue_2_1	tooltip_robo_passive_24_ReadTheSigns	blue	Luck of the Draw
404	blue_2_3	tooltip_robo_passive_06_SoundsOfRain	blue	Luck of the Draw
404	blue_2_5	tooltip_robo_passive_07_TrickTaker	blue	Luck of the Draw
404	blue_3_2	tooltip_robo_passive_09_LateScratch	blue	Luck of the Draw
404	blue_3_3	tooltip_robo_passive_10_devilsTines_SoH	blue	Luck of the Draw
404	blue_3_4	tooltip_robo_passive_11_DoubleDown	blue	Luck of the Draw
404	blue_3_5	tooltip_robo_passive_12_wretchedShadows	blue	Luck of the Draw
404	blue_left_4_1	tooltip_robo_passive_13_HighRoller	blue	Luck of the Draw
404	blue_left_4_3	tooltip_robo_passive_14_TakeThePot	blue	Luck of the Draw
404	blue_left_5_1	tooltip_robo_passive_15_StackTheDeck	blue	Luck of the Draw
404	blue_left_5_2	tooltip_robo_passive_16_Legerdemain	blue	Luck of the Draw
404	blue_left_5_3	tooltip_robo_passive_17_Fortuity	blue	Luck of the Draw
404	blue_left_6_1	tooltip_robo_passive_18_DealersBluff	blue	Luck of the Draw
404	blue_mid_4_1	tooltip_robo_passive_19_AceInTheHole	blue	Luck of the Draw
404	blue_mid_4_3	tooltip_robo_passive_20_AroundTheCorner	blue	Luck of the Draw
404	blue_mid_5_2	tooltip_robo_passive_22_TheHouse	blue	Luck of the Draw
404	blue_mid_5_3	tooltip_robo_passive_21_C4SHGame	blue	Luck of the Draw
404	blue_mid_6_1	tooltip_robo_passive_23_RiskyBusiness	blue	Luck of the Draw
404	blue_mid_6_3	tooltip_robo_passive_05_ante	blue	Luck of the Draw
404	blue_right_4_1	tooltip_robo_passive_25_TheTurn	blue	Luck of the Draw
404	blue_right_4_3	tooltip_robo_passive_26_Payout	blue	Luck of the Draw
404	blue_right_5_1	tooltip_robo_passive_27_BoomOrBus	blue	Luck of the Draw
404	blue_right_5_2	tooltip_robo_passive_28_HeartOfTheCards	blue	Luck of the Draw
404	blue_right_5_3	tooltip_robo_passive_29_RunningLuck	blue	Luck of the Draw
404	blue_right_6_1	tooltip_robo_passive_30_HotStreak	blue	Luck of the Draw
404	green_1_1	tooltip_robo_passive_58_LucksARobot	green	Roll the Bones
404	green_1_3	tooltip_robo_passive_59_AllForOne	green	Roll the Bones
404	green_1_5	tooltip_robo_passive_60_LuckyCharm	green	Roll the Bones
404	green_2_1	tooltip_robo_passive_61_TheLuckyOne	green	Roll the Bones
404	green_2_3	tooltip_robo_passive_62_RedMoonRising	green	Roll the Bones
404	green_2_5	tooltip_robo_passive_63_RollingTheDeep	green	Roll the Bones
404	green_3_1	tooltip_robo_passive_64_RidingHigh	green	Roll the Bones
404	green_3_2	tooltip_robo_passive_65_GravePact	green	Roll the Bones
404	green_3_3	tooltip_robo_passive_10_devilsTines_CL	green	Roll the Bones
404	green_3_4	tooltip_robo_passive_75_DoubleTime	green	Roll the Bones
404	green_3_5	tooltip_robo_passive_67_Luckless	green	Roll the Bones
404	green_left_4_1	tooltip_robo_passive_68_CriticalRole	green	Roll the Bones
404	green_left_4_3	tooltip_robo_passive_69_SpinOfFate	green	Roll the Bones
404	green_left_5_1	tooltip_robo_passive_70_HighStakes	green	Roll the Bones
404	green_left_5_3	tooltip_robo_passive_71_FortunesFavor	green	Roll the Bones
404	green_left_6_1	tooltip_robo_passive_72_LetItRide	green	Roll the Bones
404	green_left_6_3	tooltip_robo_passive_73_Wild	green	Roll the Bones
404	green_mid_4_1	tooltip_robo_passive_74_PackMentality	green	Roll the Bones
404	green_mid_4_3	tooltip_robo_passive_66_Undying	green	Roll the Bones
404	green_mid_5_1	tooltip_robo_passive_76_LoadedDice	green	Roll the Bones
404	green_mid_5_2	tooltip_robo_passive_77_ShadowsEmbrace	green	Roll the Bones
404	green_mid_5_3	tooltip_robo_passive_78_Serendipity	green	Roll the Bones
404	green_mid_6_1	tooltip_robo_passive_79_SidekicksRevenge	green	Roll the Bones
404	green_mid_6_3	tooltip_robo_passive_80_AlphasCall	green	Roll the Bones
404	green_right_4_1	tooltip_robo_passive_81_CursedCall	green	Roll the Bones
404	green_right_4_3	tooltip_robo_passive_82_Haunted	green	Roll the Bones
404	green_right_5_2	tooltip_robo_passive_83_GraveyardShift	green	Roll the Bones
404	green_right_6_1	tooltip_robo_passive_84_SnakeEyes	green	Roll the Bones
404	green_right_6_3	tooltip_robo_passive_85_WitchingHour	green	Roll the Bones
404	red_1_1	tooltip_robo_passive_31_Unchained	red	Chaos Walking
404	red_1_3	tooltip_robo_passive_32_DeathHunt	red	Chaos Walking
404	red_1_4	tooltip_robo_passive_33_Determinator	red	Chaos Walking
404	red_1_5	tooltip_robo_passive_34_HardBoiled	red	Chaos Walking
404	red_2_3	tooltip_robo_passive_36_TheShootist	red	Chaos Walking
404	red_2_5	tooltip_robo_passive_37_StandAndBleed	red	Chaos Walking
404	red_3_1	tooltip_robo_passive_35_TheFuries	red	Chaos Walking
404	red_3_2	tooltip_robo_passive_39_BoneShrapnel	red	Chaos Walking
404	red_3_3	tooltip_robo_passive_10_devilsTines_CF	red	Chaos Walking
404	red_3_4	tooltip_robo_passive_40_RideWithTheDevil	red	Chaos Walking
404	red_3_5	tooltip_robo_passive_38_Unchained	red	Chaos Walking
404	red_left_4_1	tooltip_robo_passive_42_Brimstone	red	Chaos Walking
404	red_left_4_3	tooltip_robo_passive_43_TheClaim	red	Chaos Walking
404	red_left_5_1	tooltip_robo_passive_44_TheGunfighter	red	Chaos Walking
404	red_left_5_2	tooltip_robo_passive_45_DebtsToPay	red	Chaos Walking
404	red_left_5_3	tooltip_robo_passive_46_HellAndBack	red	Chaos Walking
404	red_left_6_1	tooltip_robo_passive_47_BloodOnElpis	red	Chaos Walking
404	red_mid_4_1	tooltip_robo_passive_48_Lawless	red	Chaos Walking
404	red_mid_4_3	tooltip_robo_passive_49_TNT	red	Chaos Walking
404	red_mid_5_2	tooltip_robo_passive_50_WarWagon	red	Chaos Walking
404	red_mid_5_3	tooltip_robo_passive_51_PaleRider	red	Chaos Walking
404	red_mid_6_1	tooltip_robo_passive_52_Forsaken	red	Chaos Walking
404	red_right_4_1	tooltip_robo_passive_53_TheWind	red	Chaos Walking
404	red_right_4_3	tooltip_robo_passive_54_Maverick	red	Chaos Walking
404	red_right_5_1	tooltip_robo_passive_55_Cottonmouth	red	Chaos Walking
404	red_right_5_3	tooltip_robo_passive_56_BrokenArrow	red	Chaos Walking
404	red_right_6_3	tooltip_robo_passive_57_BadMenMustBleed	red	Chaos Walking
